model,ts_code,trade_date,priority_name,priority,target,ret,ret_ew,buy,sell,holding_days,exit_reason,csi1500_ew
h5m80d50_ensemble,002008.SZ,20260514,FAMILY_ONLY,3,0.0,-0.058490872210806844,-0.050000000000000044,149.24,140.5108222312592,2.0,stop_close,-0.008490872210806799
h5m80d50_ensemble,002222.SZ,20260514,FAMILY_ONLY,3,0.0,-0.08639347170480749,-0.07790259949400069,112.74,103.0,2.0,t1_stop_t2_open,-0.008490872210806799
h5m80d50_ensemble,002254.SZ,20260514,FAMILY_ONLY,3,0.0,-0.033333333333333326,-0.006347072600443204,15.0,14.5,5.0,expiry_close,-0.02698626073289012
h5m80d50_ensemble,300870.SZ,20260514,FAMILY_ONLY,3,0.0,-0.07698626073289017,-0.050000000000000044,425.16,392.42852138680445,5.0,stop_close,-0.02698626073289012
h5m80d50_ensemble,603688.SH,20260514,CONSENSUS_2,2,1.0,0.05301373926710995,0.08000000000000007,71.89,75.70115771591253,5.0,profit_intraday,-0.02698626073289012
h5m80d50_ensemble,688146.SH,20260514,CONSENSUS_3,1,0.0,-0.047849671997337584,-0.050000000000000044,139.53,132.85353526621148,3.0,stop_close,0.0021503280026624605
h5m80d50_ensemble,000767.SZ,20260513,FAMILY_ONLY,3,0.0,-0.1637010676156584,-0.13443158901470542,5.62,4.7,2.0,t1_stop_t2_open,-0.02926947860095297
h5m80d50_ensemble,002008.SZ,20260513,FAMILY_ONLY,3,0.0,-0.07912617960610613,-0.050000000000000044,153.0,140.89369452026577,3.0,stop_close,-0.029126179606106084
h5m80d50_ensemble,002015.SZ,20260513,FAMILY_ONLY,3,0.0,-0.08944050433412132,-0.06017102573316835,25.38,23.11,2.0,t1_stop_t2_open,-0.02926947860095297
h5m80d50_ensemble,002498.SZ,20260513,FAMILY_ONLY,3,0.0,-0.11452991452991457,-0.0852604359289616,11.7,10.36,2.0,t1_stop_t2_open,-0.02926947860095297
h5m80d50_ensemble,300395.SZ,20260513,CONSENSUS_2,2,0.0,-0.0792694786009529,-0.04999999999999993,145.6,134.05836391570125,2.0,stop_close,-0.02926947860095297
h5m80d50_ensemble,600869.SH,20260513,CONSENSUS_2,2,0.0,-0.06870644425998462,-0.050000000000000044,23.1,21.512881137594356,4.0,stop_close,-0.018706444259984578
h5m80d50_ensemble,688313.SH,20260513,FAMILY_ONLY,3,0.0,0.0021680216802169028,0.024839239618653752,184.5,184.9,5.0,expiry_close,-0.02267121793843685
h5m80d50_ensemble,002281.SZ,20260512,CONSENSUS_2,2,1.0,0.0689493525771423,0.07999999999999996,196.01,209.52476259864565,2.0,profit_intraday,-0.011050647422857662
h5m80d50_ensemble,301511.SZ,20260512,FAMILY_ONLY,3,1.0,0.0689493525771423,0.07999999999999996,92.0,98.3433404370971,2.0,profit_intraday,-0.011050647422857662
h5m80d50_ensemble,601991.SH,20260512,CONSENSUS_2,2,1.0,0.13585434173669464,0.1469049891595523,7.14,8.11,2.0,profit_open,-0.011050647422857662
h5m80d50_ensemble,603063.SH,20260512,FAMILY_ONLY,3,1.0,0.09272664598414337,0.10377729340700104,58.02,63.4,2.0,profit_open,-0.011050647422857662
